device_trail_id,start,count,battery
1,1766984400,879,98
1,1767589200,790,94
1,1768194000,1158,91
1,1768798800,683,89
1,1769403600,720,89
1,1770008400,621,87
1,1770613200,955,87
1,1771218000,832,85
1,1771822800,595,81
1,1772427600,534,78
1,1773028800,569,77
1,1773633600,542,75
1,1774238400,567,75
1,1774843200,146,74
2,1766984400,487,97
2,1767589200,366,97
2,1768194000,541,96
2,1768798800,476,94
2,1769403600,248,91
2,1770008400,354,90
2,1770613200,534,89
2,1771218000,483,86
2,1771822800,309,82
2,1772427600,348,80
2,1773028800,304,80
2,1773633600,382,78
2,1774238400,291,76
2,1774843200,88,76
3,1766984400,338,97
3,1767589200,299,95
3,1768194000,447,92
3,1768798800,417,89
3,1769403600,307,87
3,1770008400,297,86
3,1770613200,396,84
3,1771218000,418,81
3,1771822800,226,80
3,1772427600,286,78
3,1773028800,344,76
3,1773633600,302,75
3,1774238400,230,73
3,1774843200,69,72
4,1766984400,348,100
4,1767589200,272,96
4,1768194000,352,94
4,1768798800,357,93
4,1769403600,238,90
4,1770008400,226,88
4,1770613200,405,84
4,1771218000,300,80
4,1771822800,216,77
4,1772427600,198,74
4,1773028800,283,71
4,1773633600,253,68
4,1774238400,293,65
4,1774843200,66,64
5,1766984400,299,99
5,1767589200,247,96
5,1768194000,271,94
5,1768798800,294,91
5,1769403600,227,88
5,1770008400,219,86
5,1770613200,317,83
5,1771218000,268,80
5,1771822800,201,77
5,1772427600,183,72
5,1773028800,205,70
5,1773633600,225,67
5,1774238400,129,64
5,1774843200,37,63
6,1766984400,231,97
6,1767589200,176,94
6,1768194000,317,93
6,1768798800,245,89
6,1769403600,192,87
6,1770008400,168,86
6,1770613200,297,85
6,1771218000,282,83
6,1771822800,159,82
6,1772427600,178,80
6,1773028800,177,77
6,1773633600,197,75
6,1774238400,143,73
6,1774843200,31,73
7,1766984400,184,100
7,1767589200,136,96
7,1768194000,197,93
7,1768798800,164,90
7,1769403600,141,89
7,1770008400,107,86
7,1770613200,155,82
7,1771218000,210,80
7,1771822800,130,79
7,1772427600,124,75
7,1773028800,155,73
7,1773633600,149,71
7,1774238400,123,66
7,1774843200,23,66
8,1766984400,201,98
8,1767589200,129,95
8,1768194000,197,94
8,1768798800,217,91
8,1769403600,119,89
8,1770008400,141,86
8,1770613200,268,85
8,1771218000,193,84
8,1771822800,140,82
8,1772427600,151,79
8,1773028800,165,79
8,1773633600,140,78
8,1774238400,118,75
8,1774843200,32,75
9,1766984400,152,100
9,1767589200,89,99
9,1768194000,173,97
9,1768798800,139,93
9,1769403600,77,89
9,1770008400,77,85
9,1770613200,166,81
9,1771218000,144,79
9,1771822800,112,76
9,1772427600,101,74
9,1773028800,121,72
9,1773633600,97,70
9,1774238400,107,67
9,1774843200,17,66
10,1766984400,106,100
10,1767589200,154,99
10,1768194000,149,98
10,1768798800,111,93
10,1769403600,31,92
10,1770008400,95,89
10,1770613200,195,87
10,1771218000,195,85
10,1771822800,99,84
10,1772427600,90,81
10,1773028800,87,81
10,1773633600,46,79
10,1774238400,89,77
10,1774843200,23,76
